person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,decile_score
10463,Male,African-American,23,0,2,1,3,7
10465,Male,Other,34,0,0,0,0,1
10468,Female,Other,33,0,0,0,5,7
10472,Male,Caucasian,40,0,0,0,1,3
10473,Male,Other,35,0,0,0,1,1
10474,Male,Caucasian,47,0,0,0,0,6
10477,Male,Hispanic,31,0,0,0,0,1
10478,Female,African-American,30,0,1,0,4,3
10479,Male,Hispanic,36,0,0,0,5,2
10480,Male,African-American,52,0,0,0,17,7
10482,Male,Hispanic,42,0,0,0,1,1
10483,Male,African-American,21,0,0,0,0,5
10484,Male,Caucasian,29,0,0,0,2,1
10485,Male,African-American,34,0,0,0,0,8
10486,Male,Caucasian,54,0,0,0,0,1
10488,Male,African-American,45,0,0,0,5,3
10490,Male,Caucasian,27,0,0,0,0,2
10491,Male,Caucasian,29,0,0,0,1,3
10492,Female,Hispanic,25,0,1,2,14,6
10493,Male,Other,62,0,0,0,0,1
10494,Female,African-American,23,0,0,0,2,7
10495,Female,Caucasian,26,0,0,0,0,3
10496,Male,African-American,34,0,0,0,8,10
10497,Male,Other,22,0,0,0,1,4
10498,Female,Caucasian,65,0,0,0,1,1
10499,Female,Caucasian,28,0,0,0,5,9
10500,Male,African-American,31,0,3,4,15,6
10503,Male,African-American,32,0,0,0,0,6
10505,Male,African-American,21,0,0,0,0,9
10506,Male,African-American,27,0,2,0,17,7
10507,Male,Caucasian,33,0,0,0,1,2
10508,Male,African-American,21,0,0,0,2,7
10509,Male,African-American,25,0,1,0,3,7
10512,Male,African-American,27,0,0,0,15,10
10513,Female,Caucasian,42,0,0,0,0,1
10514,Male,Caucasian,21,0,0,0,0,9
10515,Male,African-American,38,0,0,0,0,1
10516,Male,Caucasian,35,0,0,0,8,1
10517,Female,African-American,44,0,0,0,11,6
10518,Male,African-American,27,0,0,1,5,5
10519,Male,African-American,36,0,0,0,2,9
10520,Female,African-American,24,0,0,0,0,4
10521,Male,Caucasian,53,0,0,0,2,2
10522,Female,Caucasian,67,0,0,0,0,1
10524,Female,African-American,27,0,0,0,2,6
10525,Male,African-American,39,0,0,0,3,4
10526,Male,Caucasian,42,0,0,0,5,6
10528,Male,Hispanic,41,0,0,0,1,1
10529,Male,Hispanic,29,0,0,0,4,4
10530,Female,African-American,25,0,0,0,1,3
10531,Male,Caucasian,40,0,0,0,8,8
10532,Male,African-American,37,0,0,0,4,4
10533,Female,African-American,42,0,0,0,8,8
10535,Female,African-American,27,0,0,0,12,6
10536,Male,African-American,26,0,0,0,8,9
10537,Male,Caucasian,27,0,0,0,0,1
10538,Male,African-American,23,0,0,0,1,6
10539,Male,Caucasian,32,0,0,0,8,5
10541,Male,Caucasian,20,0,0,0,1,5
10543,Male,Caucasian,51,0,0,0,2,1
10545,Male,African-American,27,0,0,0,10,7
10546,Female,Caucasian,26,0,0,0,1,6
10548,Male,Caucasian,51,0,0,0,1,1
10549,Male,Other,31,0,0,0,0,3
10551,Male,African-American,32,0,0,0,1,1
10552,Female,Caucasian,51,0,0,0,0,1
10553,Male,African-American,28,0,0,0,13,8
10554,Male,African-American,22,0,0,0,0,7
10555,Male,African-American,26,0,0,0,2,3
10556,Female,African-American,27,0,1,0,1,3
10558,Male,African-American,36,0,0,0,11,6
10561,Male,African-American,24,0,3,0,12,10
10562,Female,African-American,24,0,0,0,1,6
10563,Male,African-American,61,0,0,0,11,3
10564,Male,Caucasian,33,0,0,0,0,3
10565,Male,Hispanic,53,0,0,0,1,1
10567,Female,Caucasian,29,0,0,0,3,3
10569,Male,African-American,31,0,3,0,27,10
10570,Male,Caucasian,45,0,0,0,0,3
10571,Male,Caucasian,21,0,2,1,3,10
10572,Male,African-American,28,0,0,0,20,8
10573,Male,African-American,23,2,0,0,3,6
10574,Male,Hispanic,41,0,0,0,2,1
10575,Male,Caucasian,31,0,0,0,6,4
10576,Female,Caucasian,39,0,0,0,0,1
10577,Male,Caucasian,59,0,0,0,0,2
10579,Male,African-American,40,0,0,0,8,4
10580,Female,Caucasian,22,0,0,1,1,8
10581,Male,African-American,21,0,1,0,1,4
10583,Male,African-American,32,0,0,0,1,2
10585,Female,African-American,25,0,0,0,1,5
10586,Male,African-American,47,0,0,0,3,5
10589,Male,African-American,21,0,0,0,5,5
10590,Male,African-American,29,0,0,0,1,5
10591,Male,Caucasian,40,0,0,0,4,5
10592,Female,Hispanic,33,0,0,0,0,1
10594,Female,Hispanic,32,0,0,0,1,2
10597,Male,Caucasian,30,0,0,0,6,5
10599,Female,African-American,30,0,0,0,0,5
10602,Male,African-American,35,0,0,0,0,9
10603,Female,Hispanic,51,0,0,0,0,1
10608,Male,Caucasian,25,0,0,0,0,2
10610,Male,Caucasian,20,0,0,0,1,7
10612,Female,Caucasian,42,0,0,0,3,1
10613,Male,Other,47,0,0,0,0,6
10614,Male,African-American,27,0,0,0,5,10
10617,Male,Caucasian,45,0,0,0,4,1
10618,Male,African-American,32,0,0,0,4,3
10620,Male,Caucasian,34,0,0,0,1,1
10621,Male,Other,23,0,0,0,6,8
10622,Female,African-American,44,0,0,0,6,6
10623,Male,Other,59,0,0,0,20,3
10624,Male,African-American,28,0,0,0,0,3
10625,Male,African-American,23,0,0,0,0,4
10626,Male,Caucasian,46,0,0,0,0,1
10627,Male,Caucasian,33,0,0,0,2,4
10628,Male,Other,30,0,0,0,1,2
10629,Female,Caucasian,40,0,0,0,3,1
10630,Female,African-American,39,0,0,0,0,3
10631,Male,Caucasian,54,0,0,0,7,3
10632,Male,African-American,60,0,0,0,1,-1
10633,Female,Caucasian,40,0,0,0,1,7
10634,Male,African-American,22,0,0,0,0,10
10636,Male,Caucasian,21,0,0,0,0,7
10637,Male,Caucasian,43,0,0,0,6,2
10638,Female,African-American,36,0,0,0,0,2
10640,Male,Caucasian,27,2,0,0,3,3
10641,Male,African-American,22,0,0,0,3,5
10643,Male,African-American,22,0,0,0,0,10
10644,Male,Other,31,0,0,0,1,2
10645,Male,African-American,31,0,0,0,0,7
10646,Male,African-American,32,0,0,0,6,8
10647,Female,Caucasian,50,0,0,0,3,5
10648,Male,Hispanic,27,0,0,0,4,2
10649,Male,African-American,21,0,0,0,1,5
10650,Male,Hispanic,22,0,0,0,0,3
10651,Male,Caucasian,23,0,0,0,0,6
10652,Male,African-American,33,0,0,0,3,6
10653,Male,African-American,64,0,0,0,0,2
10654,Male,Hispanic,31,0,0,0,0,1
10655,Female,Other,42,0,0,0,0,1
10656,Male,African-American,20,0,0,1,0,4
10657,Male,Caucasian,26,0,0,0,1,2
10658,Female,Other,20,0,0,0,0,5
10660,Male,Hispanic,23,0,0,0,0,2
10661,Female,Caucasian,38,0,0,0,1,4
10666,Male,African-American,46,0,0,0,2,7
10667,Female,African-American,29,0,0,0,0,4
10668,Male,African-American,31,0,0,1,16,9
10669,Male,Caucasian,56,0,0,0,0,1
10670,Female,African-American,45,0,0,0,0,1
10671,Male,African-American,26,0,0,0,4,3
10672,Female,African-American,47,0,0,0,4,6
10673,Female,African-American,29,0,1,0,7,7
10674,Male,African-American,32,2,1,0,9,10
10675,Male,Caucasian,27,0,0,0,2,3
10676,Male,Other,23,0,0,0,0,4
10677,Male,African-American,29,0,0,0,10,9
10678,Male,Hispanic,33,0,0,1,11,6
10679,Male,Caucasian,76,0,0,0,1,1
10680,Male,African-American,22,0,0,0,1,6
10682,Female,Hispanic,33,0,0,0,2,3
10683,Male,African-American,43,0,0,0,2,1
10684,Male,African-American,63,0,0,0,4,1
10686,Male,Caucasian,36,0,0,0,0,1
10687,Male,African-American,22,0,0,0,2,9
10688,Male,Caucasian,43,0,0,0,9,8
10689,Male,Hispanic,32,0,0,0,1,3
10690,Male,African-American,24,0,0,0,0,6
10691,Female,African-American,44,0,0,0,0,1
10692,Male,African-American,33,2,0,0,9,9
10693,Male,Other,53,0,0,0,0,1
10694,Male,African-American,46,0,0,0,2,6
10695,Male,Caucasian,31,0,0,0,9,8
10696,Male,African-American,19,0,0,0,0,10
10697,Male,Caucasian,49,0,0,0,3,8
10700,Male,African-American,36,1,2,0,14,10
10701,Male,African-American,49,0,0,0,3,10
10702,Male,African-American,38,0,0,0,7,6
10703,Male,African-American,43,0,1,0,23,7
10704,Male,African-American,43,0,0,0,17,5
10705,Male,Hispanic,69,0,0,0,0,1
10706,Male,African-American,42,0,0,0,0,7
10707,Male,Caucasian,32,0,0,0,4,10
10708,Male,Caucasian,26,0,0,0,1,4
10709,Male,Caucasian,74,0,0,0,0,1
10711,Male,Hispanic,26,0,0,0,0,1
10712,Male,African-American,24,0,0,1,3,6
10715,Female,Caucasian,37,0,0,0,2,5
10716,Female,Other,28,0,0,0,1,7
10719,Male,African-American,33,0,0,0,2,4
10721,Male,Caucasian,50,0,0,0,4,2
10722,Female,Other,36,0,0,0,0,1
10723,Female,Caucasian,28,0,0,0,7,6
10725,Male,African-American,41,0,0,0,1,4
10726,Male,Hispanic,25,0,0,1,0,2
10727,Female,Caucasian,58,0,0,0,0,1
10729,Male,African-American,33,0,0,0,0,1
10730,Female,African-American,36,0,0,0,1,2
10732,Male,Caucasian,51,0,0,0,13,3
10733,Male,African-American,28,0,0,0,2,2
10734,Female,African-American,27,0,0,0,6,5
10735,Male,African-American,63,0,0,0,1,1
10737,Female,Caucasian,69,0,0,0,5,3
10739,Male,African-American,33,0,0,0,14,6
10740,Male,Hispanic,35,0,0,0,2,1
10742,Male,African-American,33,0,0,0,0,6
10744,Male,African-American,39,0,2,0,18,9
10745,Male,African-American,30,0,0,0,4,6
10746,Female,African-American,31,0,0,0,7,6
10747,Male,Other,44,0,0,0,0,1
10749,Female,African-American,29,0,0,0,0,2
10750,Female,Caucasian,52,0,0,0,0,3
10752,Female,Caucasian,44,0,0,0,4,4
10753,Male,African-American,23,0,0,0,1,10
10754,Female,Hispanic,22,0,0,0,0,4
10756,Male,Caucasian,26,0,0,0,0,4
10757,Male,African-American,24,0,0,0,0,6
10758,Male,African-American,45,0,0,0,4,2
10759,Male,Caucasian,52,0,0,0,3,2
10760,Male,Hispanic,22,0,0,0,0,2
10762,Female,Hispanic,26,0,0,0,1,4
10763,Male,African-American,47,0,0,0,0,1
10764,Male,African-American,20,1,0,0,2,10
10765,Male,African-American,26,0,0,0,0,4
10766,Male,African-American,36,0,0,0,9,7
10767,Male,Caucasian,62,0,0,0,2,7
10768,Male,Caucasian,33,0,0,0,2,3
10769,Male,Caucasian,52,0,0,0,1,1
10770,Male,Caucasian,51,0,0,0,0,1
10773,Male,Caucasian,20,0,0,3,1,8
10775,Male,Hispanic,65,0,0,0,0,1
10776,Male,Hispanic,41,0,0,0,5,4
10778,Male,Caucasian,38,0,0,0,1,1
10779,Male,Caucasian,67,0,0,0,1,3
10780,Male,Caucasian,44,0,0,0,0,1
10781,Male,African-American,47,0,0,0,1,1
10782,Male,African-American,29,0,0,0,2,2
10786,Female,Caucasian,49,0,0,0,2,3
10787,Female,African-American,45,0,0,0,9,7
10788,Male,Other,22,0,0,0,1,2
10789,Male,African-American,31,0,0,0,4,4
10791,Male,African-American,33,0,0,0,4,8
10793,Female,Caucasian,46,0,0,0,7,7
10794,Male,African-American,29,0,0,0,15,6
10795,Male,African-American,28,0,0,0,2,5
10796,Male,African-American,49,0,0,0,0,1
10797,Male,Caucasian,31,2,0,3,4,9
10799,Female,African-American,22,0,0,0,0,4
10801,Male,African-American,20,1,0,1,1,5
10803,Male,Caucasian,34,0,0,0,5,1
10805,Male,Caucasian,34,0,0,0,13,5
10806,Male,African-American,22,0,1,0,8,4
10807,Male,Caucasian,25,0,0,0,3,9
10808,Male,Caucasian,27,0,2,1,13,5
10809,Male,African-American,35,0,0,0,0,1
10810,Male,African-American,34,0,0,0,1,6
10812,Male,African-American,50,0,0,0,17,10
10814,Male,African-American,54,0,0,0,10,4
10817,Male,Other,51,0,0,0,0,1
10818,Female,Caucasian,36,0,0,0,5,3
10819,Male,Other,20,0,1,0,2,10
10820,Male,Caucasian,29,0,0,0,2,1
10821,Male,African-American,30,1,0,2,8,5
10822,Male,Caucasian,20,0,0,0,1,4
10823,Male,Hispanic,44,0,0,0,0,1
10826,Male,African-American,53,0,0,0,13,3
10828,Male,Hispanic,65,0,0,0,2,1
10829,Female,African-American,22,0,0,0,1,6
10831,Female,Caucasian,27,0,0,0,0,8
10832,Male,Hispanic,23,0,0,0,1,4
10833,Male,African-American,26,0,0,0,5,5
10837,Male,African-American,47,0,0,0,14,6
10838,Female,African-American,27,0,0,1,3,6
10839,Male,African-American,38,2,3,0,16,9
10842,Male,African-American,20,1,0,0,1,6
10843,Male,Hispanic,24,0,0,0,0,3
10844,Male,Caucasian,30,0,0,0,4,8
10845,Female,Caucasian,50,0,0,0,0,1
10847,Male,African-American,31,0,0,0,1,3
10848,Male,African-American,31,0,0,0,1,6
10849,Male,African-American,33,0,0,0,4,7
10850,Male,African-American,23,0,0,0,3,10
10851,Female,African-American,29,0,0,0,2,3
10852,Male,African-American,52,0,0,0,2,3
10853,Male,African-American,30,2,0,0,26,10
10854,Male,Other,38,0,0,0,0,2
10856,Male,Hispanic,61,0,0,0,0,2
10857,Female,African-American,49,0,0,0,12,6
10858,Male,African-American,26,0,0,0,0,2
10859,Female,African-American,28,0,0,0,5,8
10861,Female,Caucasian,48,0,0,0,0,5
10863,Male,African-American,29,0,0,0,2,2
10864,Male,African-American,22,0,0,1,1,7
10865,Male,Caucasian,74,0,0,0,2,1
10866,Male,African-American,58,0,0,0,0,1
10868,Female,African-American,25,0,0,0,0,2
10869,Male,African-American,47,0,0,0,4,10
10870,Female,Caucasian,42,0,0,0,4,8
10871,Female,Caucasian,43,0,0,0,0,1
10872,Male,Caucasian,30,0,0,0,3,1
10873,Female,African-American,28,0,0,0,6,5
10874,Female,African-American,24,0,0,0,0,4
10875,Male,Other,26,0,0,0,2,3
10876,Male,African-American,56,0,0,0,0,2
10878,Male,Hispanic,47,0,0,0,3,6
10879,Male,Caucasian,49,0,0,0,0,1
10880,Female,Other,36,0,0,0,1,1
10881,Male,Hispanic,36,1,0,0,20,10
10882,Female,Caucasian,24,0,0,0,1,4
10883,Male,African-American,30,0,0,0,3,4
10885,Female,Hispanic,50,0,0,0,1,3
10887,Male,African-American,49,0,0,0,19,10
10889,Male,African-American,56,0,0,0,4,7
10890,Male,African-American,28,1,2,0,8,10
10891,Male,Caucasian,49,0,0,0,10,5
10894,Male,African-American,33,0,0,0,3,4
10895,Female,African-American,31,0,0,0,9,8
10896,Male,African-American,35,0,0,0,18,6
10897,Male,Caucasian,25,4,0,0,5,8
10898,Male,Hispanic,29,0,0,0,2,2
10899,Male,Caucasian,25,0,0,0,7,5
10901,Female,Caucasian,55,0,0,0,3,1
10902,Female,Other,34,0,0,0,1,2
10903,Male,African-American,20,0,0,1,1,10
10904,Female,Caucasian,52,0,0,0,0,1
10905,Male,Caucasian,29,0,0,0,0,4
10906,Male,African-American,55,0,0,0,16,8
10907,Female,Caucasian,30,0,0,0,3,5
10908,Female,African-American,20,0,7,2,12,10
10909,Male,Caucasian,29,0,0,2,14,10
10910,Male,Hispanic,31,0,0,0,1,6
10911,Male,Caucasian,39,0,0,0,5,4
10913,Male,African-American,21,0,0,0,0,7
10914,Male,African-American,46,0,0,0,13,5
10916,Male,Caucasian,35,0,0,0,9,9
10917,Male,African-American,44,0,0,1,11,5
10918,Male,Caucasian,30,0,0,0,2,3
10919,Male,African-American,35,0,0,1,12,6
10920,Male,Caucasian,34,0,0,0,4,5
10922,Male,Caucasian,51,0,0,0,4,1
10924,Male,African-American,36,0,0,0,0,2
10928,Male,African-American,59,0,0,0,5,5
10930,Male,African-American,29,0,2,0,7,7
10932,Male,African-American,37,0,0,0,4,3
10934,Male,Caucasian,41,0,0,0,0,1
10935,Male,Hispanic,31,1,0,0,7,9
10936,Male,African-American,23,0,0,0,0,6
10940,Male,Caucasian,30,0,0,0,2,9
10945,Male,African-American,21,0,0,0,0,8
10947,Male,African-American,61,0,0,0,4,9
10948,Male,Caucasian,51,0,0,0,7,3
10949,Male,African-American,19,1,0,0,1,9
10950,Male,Caucasian,60,0,0,0,0,1
10951,Male,Hispanic,22,0,0,1,0,3
10952,Male,Caucasian,34,0,0,0,1,2
10954,Female,Caucasian,22,0,0,0,1,7
10955,Female,Caucasian,49,0,0,0,3,2
10956,Female,Caucasian,61,0,0,0,1,1
10957,Male,African-American,51,0,0,0,7,6
10958,Female,Caucasian,49,0,0,0,2,6
10959,Male,African-American,56,0,0,0,1,4
10960,Female,African-American,24,0,0,0,0,6
10961,Male,African-American,43,0,0,0,1,1
10963,Male,Caucasian,42,0,0,0,5,4
10964,Male,African-American,36,0,0,0,9,4
10965,Male,Caucasian,57,0,0,0,14,4
10966,Male,Caucasian,36,0,0,0,0,1
10968,Male,African-American,22,0,0,0,4,6
10969,Male,African-American,24,0,0,0,2,3
10971,Male,Caucasian,67,0,0,0,2,2
10972,Male,Caucasian,32,0,0,0,0,2
10973,Male,African-American,23,0,0,0,2,8
10974,Male,African-American,32,0,0,0,3,6
10975,Male,African-American,25,0,0,0,1,2
10976,Female,Caucasian,30,0,0,0,2,1
10977,Male,African-American,35,0,0,0,8,7
10978,Male,Caucasian,29,0,0,0,3,3
10979,Male,African-American,43,0,0,0,0,1
10980,Male,African-American,28,0,0,0,1,2
10981,Male,African-American,32,0,0,0,4,5
10982,Male,Caucasian,23,0,0,0,0,8
10983,Male,African-American,29,0,0,0,1,4
10985,Male,African-American,30,0,1,0,19,10
10986,Female,African-American,43,0,0,0,0,1
10987,Male,Hispanic,26,0,0,0,0,2
10988,Male,Hispanic,44,0,0,0,0,3
10989,Male,African-American,30,0,0,0,2,4
10991,Male,Caucasian,30,0,0,0,1,2
10992,Male,Caucasian,21,0,0,0,0,6
10993,Female,Caucasian,34,0,0,0,7,7
10995,Male,African-American,20,0,0,0,0,9
10996,Male,African-American,23,0,0,0,0,7
10998,Female,African-American,31,0,0,0,5,6
11001,Female,Hispanic,23,0,0,0,2,4
11002,Male,African-American,49,0,0,0,24,9
11004,Male,Caucasian,47,0,0,0,0,2
11005,Male,Caucasian,41,0,0,0,4,5
11006,Female,African-American,34,0,0,0,0,2
11007,Male,African-American,29,0,0,0,0,8
11008,Male,African-American,24,0,0,0,2,8
11009,Male,African-American,37,0,0,0,5,8
11010,Male,African-American,33,0,0,0,0,7
11012,Male,African-American,45,0,0,0,16,9
11013,Male,Caucasian,53,0,0,0,1,3
11014,Male,African-American,47,0,0,0,18,10
11015,Male,African-American,38,0,0,0,7,5
11017,Male,Caucasian,39,0,0,0,3,2
11018,Male,Caucasian,24,0,0,0,2,7
11019,Male,Caucasian,62,0,0,0,0,1
11020,Male,African-American,28,0,0,0,1,9
11021,Male,African-American,20,1,0,0,2,3
11022,Female,Other,27,0,0,0,7,6
11024,Male,African-American,21,0,0,0,1,9
11025,Male,African-American,22,0,0,0,2,6
11026,Male,Caucasian,30,0,0,0,2,3
11027,Male,Caucasian,50,0,0,0,1,2
11029,Male,African-American,35,0,0,0,0,6
11030,Male,Caucasian,48,0,0,0,1,1
11031,Male,Caucasian,40,0,0,0,1,1
11033,Male,African-American,21,0,0,0,2,9
11034,Male,African-American,23,0,0,0,1,7
11036,Male,African-American,33,0,0,0,2,6
11037,Male,Hispanic,33,0,0,0,0,3
11038,Female,African-American,34,0,0,0,30,9
11041,Female,Caucasian,31,0,0,0,0,5
11044,Male,Caucasian,51,0,0,0,0,2
11045,Male,Other,27,0,0,0,0,4
11046,Male,African-American,21,0,0,0,1,3
11048,Male,Caucasian,61,0,0,0,2,1
11049,Male,Caucasian,35,0,0,1,1,3
11050,Female,African-American,35,0,0,0,8,9
11051,Male,African-American,34,0,0,1,5,7
11054,Male,African-American,21,0,0,0,0,10
11055,Female,African-American,57,0,0,0,3,8
11056,Female,Hispanic,52,0,0,0,1,1
11058,Male,African-American,29,0,0,0,5,7
11059,Male,Caucasian,35,0,0,0,0,3
11060,Female,Other,27,1,0,0,1,3
11061,Male,Hispanic,28,0,0,0,4,4
11062,Male,Caucasian,51,0,0,0,3,2
11063,Female,African-American,43,0,0,0,7,7
11064,Male,African-American,26,0,0,0,5,4
11065,Male,African-American,29,0,1,0,5,9
11066,Male,Caucasian,37,0,0,0,1,2
11067,Male,African-American,40,0,0,0,0,1
11068,Male,Caucasian,41,0,0,0,0,1
11070,Female,African-American,20,0,0,0,1,9
11071,Female,African-American,26,0,0,0,0,3
11072,Female,Caucasian,25,0,0,1,0,3
11073,Male,Caucasian,54,0,0,0,0,1
11074,Male,Caucasian,19,0,0,0,1,9
11075,Male,Hispanic,24,0,0,1,3,9
11077,Male,African-American,37,0,0,0,16,5
11078,Male,African-American,19,0,2,0,3,9
11079,Female,African-American,34,0,0,0,4,8
11080,Male,African-American,25,0,0,0,3,2
11082,Male,Other,54,0,0,0,0,1
11083,Male,Hispanic,39,0,0,0,0,1
11084,Female,African-American,22,0,0,0,0,10
11085,Female,Caucasian,53,0,0,0,3,1
11086,Male,Other,24,0,0,0,5,10
11087,Male,Caucasian,28,0,0,0,0,2
11089,Male,African-American,32,0,0,0,3,5
11090,Female,African-American,50,0,0,0,0,1
11092,Male,Caucasian,29,0,0,0,5,4
11093,Male,Caucasian,57,0,0,0,0,1
11094,Male,Caucasian,29,0,0,0,0,3
11095,Male,Caucasian,55,0,0,0,15,1
11096,Male,African-American,37,0,0,0,1,1
11097,Male,African-American,21,0,0,0,1,7
11098,Male,Caucasian,36,0,0,0,3,6
11099,Female,African-American,25,0,0,1,3,6
11100,Male,African-American,51,0,0,0,13,8
11101,Male,Caucasian,59,0,0,0,5,1
11102,Female,African-American,28,0,0,0,3,6
11104,Male,African-American,36,0,0,0,0,1
11105,Male,Other,23,0,0,0,1,6
11107,Female,African-American,30,0,0,0,10,9
11108,Male,Caucasian,23,0,0,0,1,6
11109,Male,African-American,44,0,0,0,2,2
11110,Male,African-American,40,0,0,0,1,1
11111,Male,Caucasian,22,1,0,0,3,6
11112,Male,African-American,53,0,0,0,1,1
11113,Female,Caucasian,25,0,2,0,7,6
11114,Male,Caucasian,28,0,0,0,0,4
11116,Male,African-American,21,0,0,0,0,6
11118,Female,Hispanic,26,0,0,0,4,5
11119,Male,African-American,21,0,0,1,0,9
11120,Female,Other,23,0,0,0,1,3
11122,Male,African-American,20,0,0,0,1,10
11124,Male,Caucasian,22,1,2,3,7,8
11125,Male,Caucasian,33,0,0,0,1,2
11126,Male,African-American,23,0,0,0,0,2
11127,Male,African-American,24,0,0,0,2,8
11128,Male,African-American,23,0,0,0,0,4
11129,Male,African-American,22,0,0,0,0,8
11130,Male,Caucasian,38,0,0,0,7,2
11133,Male,African-American,49,0,0,0,1,7
11134,Female,African-American,20,0,0,0,2,9
11135,Male,Hispanic,56,0,0,0,1,1
11136,Male,Caucasian,40,0,0,0,6,2
11137,Male,Other,30,0,0,0,1,5
11138,Female,African-American,30,0,0,0,0,2
11139,Male,African-American,46,0,0,0,1,10
11140,Male,African-American,25,0,0,0,0,10
11141,Female,Caucasian,43,0,0,0,11,8
11142,Male,Caucasian,45,0,0,0,0,3
11143,Male,African-American,28,0,0,0,0,2
11144,Male,African-American,21,0,0,0,0,6
11145,Male,African-American,33,0,0,0,1,2
11146,Female,Caucasian,22,0,0,0,1,9
11147,Male,African-American,37,0,0,0,9,7
11148,Female,Caucasian,30,0,0,0,0,10
11149,Male,Other,59,0,0,0,0,1
11151,Male,African-American,21,0,0,0,0,4
11153,Female,Caucasian,38,0,0,0,1,3
11154,Male,African-American,21,0,0,0,0,4
11155,Male,African-American,21,0,0,0,0,8
11156,Male,African-American,24,0,0,0,1,5
11157,Male,African-American,29,0,0,0,0,3
11158,Male,Caucasian,26,0,0,0,0,2
11159,Male,African-American,35,2,1,0,23,10
11160,Female,Caucasian,30,0,0,0,8,8
11161,Male,African-American,27,0,0,0,3,4
11163,Male,Other,33,0,0,0,2,3
11164,Male,Hispanic,25,0,0,0,2,5
11167,Female,Caucasian,40,0,0,0,3,5
11168,Male,African-American,31,0,0,0,3,8
11169,Female,African-American,24,0,0,0,1,6
11170,Male,African-American,55,0,0,0,12,5
11171,Female,Caucasian,24,0,0,0,0,7
11172,Male,African-American,22,0,0,0,0,6
11173,Male,African-American,48,0,0,0,4,2
11175,Male,Hispanic,35,0,0,0,0,1
11176,Male,African-American,36,0,0,0,11,8
11178,Male,Other,45,0,0,0,1,1
11179,Female,Caucasian,35,0,0,0,0,1
11180,Male,African-American,66,0,0,0,0,1
11181,Female,African-American,51,0,0,0,8,8
11182,Male,African-American,52,0,0,0,5,5
11183,Male,Caucasian,30,0,0,0,5,3
11184,Male,Hispanic,20,0,0,0,2,6
11185,Male,Other,50,0,0,0,0,1
11187,Male,Caucasian,35,0,0,0,0,3
11190,Female,Caucasian,34,0,0,0,7,9
11191,Male,Caucasian,41,0,0,0,2,3
11193,Male,African-American,29,0,0,0,8,5
11194,Male,Hispanic,41,0,0,0,2,1
11196,Male,African-American,53,0,0,0,10,5
11197,Male,African-American,28,0,0,0,3,2
11198,Female,Hispanic,26,0,0,0,0,2
11199,Male,African-American,54,0,0,0,6,1
11200,Male,Other,36,0,0,0,3,1
11203,Male,Caucasian,59,0,0,0,3,2
11204,Male,Hispanic,38,0,0,0,14,5
11205,Male,African-American,22,0,0,0,2,8
11206,Male,Hispanic,22,0,0,0,1,6
11208,Female,African-American,29,0,0,0,2,3
11209,Male,Hispanic,27,0,0,0,8,7
11210,Male,Caucasian,25,0,0,0,8,7
11211,Male,African-American,21,0,0,0,0,5
11212,Male,African-American,23,0,0,0,2,6
11213,Male,African-American,30,0,0,0,1,4
11214,Male,African-American,60,0,0,0,26,7
11215,Male,African-American,51,0,0,0,16,3
11216,Male,African-American,40,0,0,0,1,3
11218,Male,Other,25,0,0,0,0,3
11219,Female,African-American,30,0,0,0,1,10
11220,Male,Other,44,0,0,0,1,1
11221,Female,African-American,42,0,0,0,0,6
11222,Female,Caucasian,38,0,0,0,0,4
11223,Male,African-American,60,0,0,0,13,9
11224,Male,Caucasian,41,0,0,0,1,1
11225,Male,Caucasian,34,0,0,0,3,5
11226,Female,African-American,22,0,0,0,1,4
11227,Male,Caucasian,42,0,0,0,7,5
11228,Male,Caucasian,34,0,0,0,1,3
11229,Female,Caucasian,36,0,0,0,0,1
11231,Female,African-American,26,0,0,0,5,10
11232,Male,Caucasian,26,0,0,0,1,4
11234,Female,Caucasian,43,0,0,0,3,8
11235,Male,African-American,32,0,1,0,10,7
11236,Female,African-American,24,0,0,0,0,2
11239,Female,African-American,40,0,0,0,3,7
11240,Male,Caucasian,39,0,0,0,0,2
11241,Male,African-American,22,0,0,0,0,3
11242,Male,African-American,36,0,0,0,20,10
11243,Male,Caucasian,31,0,0,0,1,5
11244,Male,Hispanic,30,0,0,0,2,2
11245,Male,African-American,38,0,0,0,18,6
11246,Male,African-American,27,0,0,0,1,7
11248,Male,Caucasian,56,0,0,0,0,1
11249,Female,Caucasian,52,0,0,0,0,1
11250,Male,Caucasian,23,0,0,0,0,2
11251,Male,Caucasian,50,0,0,0,4,6
11252,Female,African-American,32,0,0,0,4,3
11253,Male,Caucasian,54,0,0,0,3,1
11254,Male,Caucasian,47,0,0,0,4,1
11255,Male,African-American,25,0,2,0,2,7
11256,Male,Caucasian,37,0,0,0,2,1
11258,Male,African-American,40,0,0,0,0,1
11259,Female,African-American,23,0,0,0,0,8
11260,Male,Caucasian,56,0,0,0,4,4
11261,Male,African-American,23,0,0,0,1,6
11262,Male,African-American,23,0,0,0,0,8
11265,Male,Other,47,0,0,0,0,1
11269,Male,African-American,33,0,0,0,8,3
11270,Male,Caucasian,23,0,0,0,2,6
11272,Male,African-American,38,2,0,1,17,10
11274,Male,Caucasian,30,0,0,0,2,2
11275,Male,African-American,33,0,0,0,1,5
